name,series,brand,price,gender,made_in,movement,case_material,strap_material,glass,reference_number
Frederique Constant - Heart Beat Automatic - FC - 310V4NH4,Heart Beat Automatic,"
      Frederique Constant","EGP 132,230.00",Men,Switzerland,Automatic,Stainless steel Rose gold,Calf leather with crocodile pattern,Unknown,FC-310V4NH4
Frederique Constant - Heart Beat Automatic - FC - 310VD2NH2B,Heart Beat Automatic,"
      Frederique Constant","EGP 131,090.00",Women,Switzerland,Automatic,Stainless steel & Rose gold,Stainless steel & Rose gold,Unknown,FC-310VD2NH2B
Hugo Boss - Corporal - HB151.3640,Corporal,"
      Hugo Boss","EGP 14,510.00",Men,China,Quartz,Unknown,Leather Brown,Unknown,1513640
Hugo Boss - Spirit - HB151.3691,Spirit,"
      Hugo Boss","EGP 14,510.00",Men,Unknown,Quartz,Stainless Steel,Leather,Mineral Crystal,1513691
Hugo Boss - Spirit - HB151.3692,Unknown,Unknown,"EGP 14,510.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Hugo Boss - Black Ocean Edition - HB151.3701,Black Ocean Edition,"
      Hugo Boss","EGP 19,965.00",Men,Unknown,Quartz,Stainless steel,Stainless steel,Mineral Crystal,1513701
Hugo Boss - Pioneer - HB151.3708,Pioneer,"
      Hugo Boss","EGP 15,595.00",Men,Unknown,Quartz,Stainless Steel,Leather,Mineral,1513708
Lacoste - 12.12 - 2001362,12.12,"
      Lacoste","EGP 5,900.00",Women,China,Quartz,Plastic,Silicone,Mineral,2001362
Lacoste - Santorini - 2001370,Santorini,"
      Lacoste","EGP 9,500.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2001370
Frederique Constant - Classics - FC - 303MC5B6,Classics,"
      Frederique Constant","EGP 52,890.00",Men,Switzerland,Automatic,Stainless Steel,Calf leather with crocodile pattern,Mineral,FC-303MC5B6
Frederique Constant - Classics - FC - 270SW4P26,Classics,"
      Frederique Constant","EGP 51,290.00",Men,Switzerland,Quartz,Stainless Steel,Calf leather with crocodile pattern,Mineral,FC-270SW4P26
Frederique Constant - Classics - FC - 303NB5B6,Classics,"
      Frederique Constant","EGP 56,990.00",Men,Switzerland,Automatic,Stainless Steel,Leather,Mineral,FC-303NB5B6
Casio - G - Shock - GM - 110BB - 1ADR,G-Shock,"
      Casio","EGP 18,995.00",Men,China,Quartz,Stainless Steel,Resin,Mineral,GM-110BB-1ADR
Casio - G - Shock - GX - 56TU - 1A5DR,G-Shock,"
      Casio","EGP 12,995.00",Men,China,Quartz,Resin,Resin,Mineral,GX-56TU-1A5DR
Casio - G - Shock - GBD - 300 - 1DR,G-SQUAD,"
      Casio","EGP 13,695.00",Men,Unknown,Quartz,Resin,Resin,Mineral,GBD-300-1DR
Casio - G - Shock - GBD - 300 - 7DR,G-Shock -  G-SQUAD,"
      Casio","EGP 13,695.00",Men,Unknown,Quartz,Resin,Resin,Mineral,GBD-300-7DR
Casio - G - Shock - GBM - 2100A - 1A2DR,G-Shock,"
      Casio","EGP 21,495.00",Men,Unknown,Quartz,Stainless steel,Resin,Mineral,GBM-2100A-1A2DR
Casio - G - Shock - GM - S2110PG - 4ADR,G-Shock,"
      Casio","EGP 17,995.00",Women,Unknown,Quartz,Stainless steel,Resin,Mineral,GM-S2110PG-4ADR
Casio - G - Shock - GBM - 2100A - 1A3DR,G-Shock,"
      Casio","EGP 21,495.00",Men,Unknown,Quartz,Stainless steel,Resin,Mineral,GBM-2100A-1A3DR
Casio - G - Shock - GD - B500 - 1DR,G-Shock,"
      Casio","EGP 10,450.00",Men,Unknown,Quartz,Resin,Resin,Mineral,GD-B500-1DR
D1 Milano - Pure Blue - CEBU03,Pure Blue,"
      D1 Milano","EGP 25,990.00",Unisex,China,Quartz,Ceramic,Blue Ceramic,"Sapphire, Anti-Reflective Coating",CEBU03
D1 Milano - Pure Green - CEBU04,Pure Green,"
      D1 Milano","EGP 25,990.00",Unisex,China,Quartz,Ceramic,Bottle green ceramic,"Sapphire, Anti-Reflective Coating",CEBU04
D1 Milano - Mirror - UTBU07,Mirror,"
      D1 Milano","EGP 23,490.00",Unisex,China,Quartz,Stainless Steel 316L,Stainless Steel 316L,Sapphire Glass with blue Anti-Reflective Coating,UTBU07
D1 Milano - Ash - UTBU06,Ash,"
      D1 Milano","EGP 23,490.00",Unisex,China,Quartz,"316L Stainless Steel, Brushed and Polished",Silver and light Gun Metal Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBU06
D1 Milano - Ocean - UTBU01,Ocean,"
      D1 Milano","EGP 22,990.00",Unisex,China,Quartz,"316L Stainless Steel, Brushed and Polished",Silver Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBU01
D1 Milano - Petite Moss - UTBL11,Petite Moss,"
      D1 Milano","EGP 22,990.00",Women,China,Quartz,"316L Stainless Steel, Brushed and Polished",Silver Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBL11
D1 Milano - Silver - SQBJ01,Silver,"
      D1 Milano","EGP 20,360.00",Unisex,China,Quartz,"316L Stainless Steel, Brushed",Silver Stainless Steel,"Sapphire, Anti-Reflective Coating",SQBJ01
D1 Milano - Titanium - SQBJ02,Titanium,"
      D1 Milano","EGP 23,490.00",Men,China,Quartz,Stainless Steel with Titanium PVD,Stainless Steel with Titanium PVD,"Sapphire, Anti-Reflective Coating",SQBJ02
D1 Milano - Geo - UTBJ09,Geo,"
      D1 Milano","EGP 22,990.00",Men,China,Quartz,"316L Stainless Steel, Brushed and Polished",Silver Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBJ09
D1 Milano - Midnight - UTBJ21,Midnight,"
      D1 Milano","EGP 23,490.00",Unisex,China,Quartz,"316L Stainless Steel, Brushed and Polished",Blue Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBJ21
D1 Milano - Antracite - UTBJ22,Antracite,"
      D1 Milano","EGP 23,490.00",Unisex,China,Quartz,"316L Stainless Steel, Brushed and Polished",Gun Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBJ22
D1 Milano - Black DLC - UTBJ31,Black DLC,"
      D1 Milano","EGP 25,990.00",Men,China,Quartz,Stainless Steel 316L covered in Black DLC,Stainless Steel 316L covered in Black DLC,Sapphire Glass with blue Anti-Reflective Coating,UTBJ31
D1 Milano - Scarabeo - UTBJ37,Scarabeo,"
      D1 Milano","EGP 22,990.00",Unisex,China,Quartz,"316L Stainless Steel, Brushed and Polished",Silver Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBJ37
D1 Milano - Re_Gun - UTBJ41,Re_Gun,"
      D1 Milano","EGP 23,490.00",Men,China,Quartz,"316L Stainless Steel, Brushed and Polished",Gun Metal Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBJ41
D1 Milano - Re_Silver - UTBJ40,Re_Silver,"
      D1 Milano","EGP 22,990.00",Men,China,Quartz,"316L Stainless Steel, Brushed and Polished",Silver Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBJ40
D1 Milano - Shadow - PHBJSH,Shadow,"
      D1 Milano","EGP 15,990.00",Men,China,Quartz,"Polycarbonate, Soft-Touch Coating","Polycarbonate, Soft-Touch Coating - Hidden Butterfly Clasp",Mineral,PHBJSH
D1 Milano - Neptune Blue - PHBJ09,Neptune Blue,"
      D1 Milano","EGP 15,990.00",Men,China,Quartz,"Polycarbonate, Soft-Touch Coating","Blue Polycarbonate, Soft-Touch Coating","Mineral, Anti-Reflective Coating",PHBJ09
D1 Milano - Fossil Grey - PHBJ08,Fossil Grey,"
      D1 Milano","EGP 15,990.00",Men,China,Quartz,"Polycarbonate, Soft-Touch Coating","Grey Polycarbonate, Soft-Touch Coating","Mineral, Anti-Reflective Coating",PHBJ08
D1 Milano - Petrol Blast - PHBJ06,Petrol Blast,"
      D1 Milano","EGP 15,990.00",Men,China,Quartz,"Polycarbonate, Soft-Touch Coating","Polycarbonate, Soft-Touch Coating","Mineral, Anti-Reflective Coating",PHBJ06
Casio - G - Shock - GST - B500D - 1ADR,G-Shock,"
      Casio","EGP 25,995.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,GST-B500D-1ADR
Casio - G - Shock - GMA - S2140RX - 7ADR,G-Shock,"
      Casio","EGP 10,995.00",Unisex,China,Quartz,Resin,Resin,Mineral,GMA-S2140RX-7ADR
Calvin Klein - Infinite - 25200380,Infinite,"
      Calvin Klein","EGP 13,950.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200380
Calvin Klein - Infinite - 25200379,Infinite,"
      Calvin Klein","EGP 11,950.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,25200379
Calvin Klein - Infinite - 25200377,Infinite,"
      Calvin Klein","EGP 13,950.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200377
Tommy Hilfiger - Simone - 178.2689,Simone,"
      Tommy Hilfiger","EGP 6,900.00",Men,China,Quartz,Plastic,Rubber,Mineral,178.2689
Tommy Hilfiger - Legend - 171.0569,Legend,"
      Tommy Hilfiger","EGP 12,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,171.0569
Tommy Hilfiger - Legend - 171.0570,Legend,"
      Tommy Hilfiger","EGP 13,500.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,171.0570
Tommy Hilfiger - Legend - 171.0565,Legend,"
      Tommy Hilfiger","EGP 11,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,171.0565
Lacoste - Mini Tennis - 2030054,Mini Tennis,"
      Lacoste","EGP 4,900.00",Women,China,Quartz,Plastic,Silicone,Mineral,2030054
Casio - G - Shock - GM - S2100BC - 1ADR,G-Shock,"
      Casio","EGP 20,450.00",Women,China,Quartz,Stainless Steel,Resin,Mineral,GM-S2100BC-1ADR
Casio - G - Shock - GM - 110CL - 6ADR,G-Shock,"
      Casio","EGP 21,750.00",Unisex,China,Quartz,Stainless Steel,Resin,Mineral,GM-110CL-6ADR
Casio - G - Shock - GA - B2100BNR - 1ADR,G-Shock,"
      Casio","EGP 11,195.00",Men,China,Quartz,Resin,Resin,Mineral,GA-B2100BNR-1ADR
Casio - G - Shock - GA - 2100RGB - 1ADR,G-Shock,"
      Casio","EGP 8,795.00",Men,China,Quartz,Resin,Resin,Mineral,GA-2100RGB-1ADR
Casio - G - Shock - GA - 100RC - 1ADR,G-Shock,"
      Casio","EGP 10,295.00",Men,China,Quartz,Black,Resin,Mineral,GA-100RC-1ADR
Calvin Klein - Tonneau - 25200306,Tonneau,"
      Calvin Klein","EGP 13,950.00",Men,China,Quartz,Plated Stainless Steel,Rubber,Mineral,25200306
Tommy Hilfiger - Wynwood - 171.0583,Wynwood,"
      Tommy Hilfiger","EGP 11,900.00",Men,China,Quartz,Plated Stainless Steel,Silicone,Mineral,171.0583
Tommy Hilfiger - Legend - 171.0566,Legend,"
      Tommy Hilfiger","EGP 11,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,171.0566
Tommy Hilfiger - Paige - 178.2545,Paige,"
      Tommy Hilfiger","EGP 12,805.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,178.2545
Hugo Boss - Smash - HB153.0134,Smash,"
      Hugo Boss","EGP 8,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB153.0134
Calvin Klein - Force - 25200264,Force,"
      Calvin Klein","EGP 13,950.00",Men,China,Qyartz,Stainless Steel,Stainless Steel,Mineral,25200264
Frederique Constant - Classics - FC - 303NN5B6B,Classics,"
      Frederique Constant","EGP 59,270.00",Men,Switzerland,Automatic,Stainless steel,Stainless steel,Mineral,FC-303NN5B6B
Hugo Boss - Runner - HB151.4169,Runner,"
      Hugo Boss","EGP 19,900.00",Men,China,Quartz,Plated Stainless Steel,Rubber,Mineral,HB151.4169
Hugo Boss - Skytraveller - HB151.4149,Skytraveller,"
      Hugo Boss","EGP 19,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.4149
Hugo Boss - Runner - HB151.4141,Runner,"
      Hugo Boss","EGP 17,900.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,HB151.4141
Hugo Boss - Runner - HB151.4142,Runner,"
      Hugo Boss","EGP 19,900.00",Men,China,Quartz,Plated Stainless Steel,Rubber,Mineral,HB151.4142
Hugo Boss - Contender - HB151.4125,Contender,"
      Hugo Boss","EGP 12,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.4125
Hugo Boss - Walker - HB151.4136,Walker,"
      Hugo Boss","EGP 13,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.4136
Hugo Boss - Dean - HB151.4160,Dean,"
      Hugo Boss","EGP 11,500.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.4160
Hugo Boss - Brave - HB153.0350,Brave,"
      Hugo Boss","EGP 15,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB153.0350
Hugo Boss - Lit for Him - HB153.0344,Lit for Him,"
      Hugo Boss","EGP 5,900.00",Men,China,Quartz,Resin,Silicone,Mineral,HB153.0344
Hugo Boss - Lit for Him - HB153.0345,Lit for Him,"
      Hugo Boss","EGP 5,900.00",Men,China,Quartz,Resin,Silicone,Mineral,HB153.0345
Casio - G - Shock - GM - S2100WS - 7ADR,G-Shock,"
      Casio","EGP 17,250.00",Women,China,Quartz,Stainless Steel,Resin,Mineral,GM-S2100WS-7ADR
Casio - G - Shock - GMA - S2100MD - 4ADR,G-Shock,"
      Casio","EGP 10,750.00",Women,China,Quartz,Resin,Resin,Mineral,GMA-S2100MD-4ADR
Casio - G - Shock - GA - 2100BCE - 1ADR,G-Shock,"
      Casio","EGP 10,995.00",Men,China,Quartz,Resin,Fabric,Mineral,GA-2100BCE-1ADR
Casio - G - Shock - GA - 110HD - 8ADR,G-Shock,"
      Casio","EGP 11,295.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110HD-8ADR
Casio - G - Shock - GA - 110CD - 1A9DR,G-Shock,"
      Casio","EGP 10,595.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110CD-1A9DR
Casio - G - Shock - GA - 110CD - 1A3DR,G-Shock,"
      Casio","EGP 10,595.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110CD-1A3DR
Casio - G - Shock - GA - 100MF - 1ADR,G-Shock,"
      Casio","EGP 10,295.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100MF-1ADR
Casio - G - Shock - GA - 100CY - 1ADR,G-Shock,"
      Casio","EGP 10,295.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100CY-1ADR
Casio - Baby - G - BA - 110X - 7A1DR,Baby-G,"
      Casio","EGP 10,895.00",Women,China,Quartz,Resin,Resin,Mineral,BA-110X-7A1DR
Casio - Baby - G - BA - 110FH - 2ADR,Baby-G,"
      Casio","EGP 10,895.00",Women,China,Quartz,Resin,Resin,Mineral,BA-110FH-2ADR
Casio - General - MTP - 1303L - 7BVDF,General,"
      Casio","EGP 2,995.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,MTP-1303L-7BVDF
Casio - General - LTP - VT02G - 3AUDF,General,"
      Casio","EGP 3,950.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,LTP-VT02G-3AUDF
Casio - General - LTP - VT01L - 7B2UDF,General,"
      Casio","EGP 2,395.00",Women,Japan,Quartz,Stainless Steel,Leather,Mineral,LTP-VT01L-7B2UDF
Casio - G - Shock - GST - B600A - 1A6DR,G-Shock,"
      Casio","EGP 25,795.00",Men,China,Quartz,Stainless Steel,Resin,Mineral,GST-B600A-1A6DR
Casio - G - Shock - GMA - S110VW - 4ADR,G-Shock,"
      Casio","EGP 12,995.00",Women,China,Quartz,Resin,Resin,Mineral,GMA-S110VW-4ADR
Casio - G - Shock - GA - 2100GB - 1ADR,G-Shock,"
      Casio","EGP 10,595.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-2100GB-1ADR
Casio - G - Shock - GA - 2100 - 2A2DR,G-Shock,"
      Casio","EGP 7,695.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-2100-2A2DR
Casio - G - Shock - GX - 56RC - 1DR,G-Shock,"
      Casio","EGP 11,395.00",Men,China,Quartz,Resin,Resin,Mineral,GX-56RC-1DR
Casio - Baby - G - BA - 110XRG - 1ADR,Baby-G,"
      Casio","EGP 10,895.00",Women,China,Quartz,Resin,Resin,Mineral,BA-110XRG-1ADR
Casio - Edifice - EFV - 640D - 2AVUDF,Unknown,Unknown,"EGP 8,895.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G - Shock - GMA - S110VW - 2ADR,G-Shock,"
      Casio","EGP 12,995.00",Women,China,Quartz,Resin,Resin,Mineral,GMA-S110VW-2ADR
Casio - Edifice - EFV - 640D - 5AVUDF,Edifice,"
      Casio","EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFV-640D-5AVUDF
Casio - General - LTP - VT01L - 1BUDF,General,"
      Casio","EGP 2,395.00",Women,N/A Quartz,Quartz,Stainless Steel,Leather,Mineral,LTP-VT01L-1BUDF
Casio - G - Shock - GA - 2100FF - 8ADR,G-Shock,"
      Casio","EGP 9,295.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-2100FF-8ADR
Tommy Hilfiger - Juliette - 178.2641,Juliette,"
      Tommy Hilfiger","EGP 10,500.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2641
Tommy Hilfiger - Luca - 171.0489,Luca,"
      Tommy Hilfiger","EGP 12,500.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,171.0489
Tommy Hilfiger - Griffin - 171.0455,Griffin,"
       Tommy Hilfiger","EGP 9,900.00",Men,china,Quartz,Stainless Steel,Stainless Steel,Mineral,171.0455
Tommy Hilfiger - Blaze - 179.2029,Blaze,"
       Tommy Hilfiger","EGP 13,725.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.2029
Tommy Hilfiger - Blaze - 179.2031,Blaze,"
      Tommy Hilfiger","EGP 14,640.00",Men,China,Quartz,Plated Stainless Steel,Stainless Steel,Mineral,179.2031
Tommy Hilfiger - Troy - 179.2107,Troy,"
      Tommy Hilfiger","EGP 13,900.00",Men,China,Quartz,Stainless Steel,Nylon,Mineral,179.2107
Lacoste - Ladycroc - 2001261,Ladycroc,"
      Lacoste","EGP 11,500.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,2001261
Casio - G - Shock - GA - B001 - 4ADR,G-Shock,"
      Casio","EGP 9,195.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-B001-4ADR
Casio - G - Shock - GA - B001G - 2ADR,G-Shock,"
      Casio","EGP 11,995.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-B001G-2ADR
Casio - G - Shock - GBD - 100LM - 1DR,G-Shock,"
      Casio","EGP 14,995.00",Unisex,China,Quartz,Resin,Resin,Mineral,GBD-100LM-1DR
Tommy Hilfiger - Austin - 171.0598,Austin,"
      Tommy Hilfiger","EGP 6,900.00",Men,China,Quartz,Plastic,Silicone,Mineral,171.0598
Lacoste - Neocroc - 2001270,Neocroc,"
      Lacoste","EGP 5,260.00",Unisex,China,Quartz,Plastic,Silicone,Mineral,2001270
Calvin Klein - Iconic - 25200342,Iconic,"
      Calvin Klein","EGP 11,950.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200342
Raymond Weil - Freelancer - 2731.ST.50001,Freelancer,"
      Raymond Weil","EGP 82,310.00",Men,Switzerland,Automatic,Stainless Steel,Stainless Steel,Sapphire,2731-ST-50001
Raymond Weil - Freelancer - 2731.ST.20001,Freelancer,"
      Raymond Weil","EGP 82,310.00",Men,Switzerland,Automatic,Stainless Steel,Stainless Steel,Sapphire,2731-ST-20001
Casio - General - MTP - VT01D - 7BUDF,General,"
      Casio","EGP 2,595.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-VT01D-7BUDF
Tommy Hilfiger - Blaze - 179.2028,Blaze,"
      Tommy Hilfiger","EGP 13,900.00",Men,China,Quartz,Plated Stainless Steel,Rubber,Mineral,179.2028
Calvin Klein - Fearless - 25200305,Fearless,"
      Calvin Klein","EGP 13,950.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200305
Casio - General - LTP - V005D - 1AUDF,General,"
      LTP","EGP 1,975.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-V005D-1AUDF
Tommy Hilfiger - Hayley present set - 177.0.007,Hayley present set,"
      Tommy Hilfiger","EGP 10,430.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,177.0.007
Tommy Hilfiger - Casual - 171.0486,Casual,"
      Tommy Hilfiger","EGP 9,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,171.0486
Tommy Hilfiger - Jameson - 179.2053,Jameson,"
      Tommy Hilfiger","EGP 12,500.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.2053
Casio - G - shock - GA - 700SKC - 1ADR,G-shock,"
      Casio","EGP 7,895.00",Men,China,Quartz,Resin,Resin,Mineral,GA-700SKC-1ADR
Tommy Hilfiger - Dress - 178.2544,Dress,"
      Tommy Hilfiger","EGP 10,990.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2544
Hugo Boss - Pilot Edition - HB151.3886,Pilot Edition,"
      Hugo Boss","EGP 19,965.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.3886
Tommy Hilfiger - Harley - 179.1890,Harley,"
      Tommy Hilfiger","EGP 13,500.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1890
Tommy Hilfiger - Nelson - 179.2024,Nelson,"
      Tommy Hilfiger","EGP 10,990.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.2024
Boss - Troper - HB151.4055,Troper,"
      Boss","EGP 14,335.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.4055
Hugo Boss - Circuit - HB151.3730,Circuit,"
      Hugo Boss","EGP 14,335.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.3730
Hugo Boss - Elite - HB151.3954,Elite,"
      Hugo Boss","EGP 10,200.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3954
Casio - General - MQ - 24S - 2BDF,General,"
      Casio","EGP 1,925.00",Unisex,China,Quartz,Resin,Resin,Mineral,MQ-24S-2BDF
Tommy Hilfiger - Jason - 171.0487,Jason,"
      Tommy Hilfiger","EGP 11,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,171.0487
Tommy Hilfiger - Ryder - 171.0495,Ryder,"
      Tommy Hilfiger","EGP 12,805.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,171.0495
Tommy Hilfiger - Jason - 171.0484,Jason,"
      Tommy Hilfiger","EGP 8,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,171.0484
Tommy Hilfiger - Clark - 179.2079,Clark,"
      Tommy Hilfiger","EGP 13,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.2079
Tommy Hilfiger - Lars - 179.2064,Lars,"
      Tommy Hilfiger","EGP 11,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.2064
D1 Milano - Polycarbon - PCBJ14,Polycarbon,"
      D1 Milano","EGP 13,990.00",Men,China,Quartz,"Polycarbonate, Soft-Touch Coating","Polycarbonate, Soft-Touch Coating",Mineral with Anti-Reflective Coating,PCBJ14
D1 Milano - Space Grey Polycarbon - PCBJ13,Space Grey Polycarbon,"
      D1 Milano","EGP 13,990.00",Men,China,Quartz,"Polycarbonate, Soft-Touch Coating","Polycarbonate, Soft-Touch Coating",Mineral with Anti-Reflective Coating,PCBJ13
Tommy Hilfiger - Axel - 179.2003,Axel,"
      Tommy Hilfiger","EGP 11,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.2003
Tommy Hilfiger - Logan - 179.2037,Logan,"
      Tommy Hilfiger","EGP 11,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.2037
Calvin Klein - Sculpt - 25200250,Sculpt,"
      Calvin Klein","EGP 11,715.00",Women,China,Quartz,Stainless steel,Stainless steel,Mineral,25200250
Calvin Klein - Sensation - 25200252,Sensation,"
      Calvin Klein","EGP 12,805.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200252
Calvin Klein - Sensation - 25200253,Sensation,"
      Calvin Klein","EGP 12,805.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200253
Calvin Klein - Timeless - 25200268,Timeless,"
      Calvin Klein","EGP 10,990.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200268
Calvin Klein - Modern - 25200314,Modern,"
      Calvin Klein","EGP 10,990.00",Men,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200314
Calvin Klein - Enticing - 25200317,Enticing,"
      Calvin Klein","EGP 12,270.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200317
Boss - Admiral - HB151.3965,Admiral,"
      Boss","EGP 19,965.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,HB151.3965
Boss - View - HB151.3987,View,"
      Boss","EGP 16,325.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3987
Boss - View - HB151.3989,View,"
      Boss","EGP 19,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.3989
Boss - One - HB151.3997,One,"
      Boss","EGP 18,135.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3997
Boss - One - HB151.3998,One,"
      Boss","EGP 19,045.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,HB151.3998
Boss - Trace - HB151.4002,Trace,"
      Boss","EGP 16,325.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.4002
Boss - Trace - HB151.4007,Trace,"
      Boss","EGP 19,965.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.4007
Boss - Fluid - HB152.0023,Fluid,"
      Boss","EGP 10,885.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel & Leather,Mineral,HB152.0023
Boss - Chase - HB153.0261,Chase,"
      Boss","EGP 12,990.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB153.0261
Tommy Hilfiger - Communion - 172.0037,Communion,"
      Tommy Hilfiger","EGP 6,405.00",Women,China,Quartz,Stainless Steel,Rubber,Mineral,172.0037
Tommy Hilfiger - Communion - 172.0038,Communion,"
      Tommy Hilfiger","EGP 6,405.00",Women,China,Quartz,Stainless Steel,Rubber,Mineral,172.0038
Lacoste - Neocroc - 2011232,Neocroc,"
      Lacoste","EGP 5,260.00",Men,China,Quartz,Plastic,Rubber,Mineral,2011232
Casio - G - Shock - GA - 700SC - 3ADR,G-Shock,"
      Casio","EGP 7,595.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-700SC-3ADR
Casio - General - MTP - VD200D - 1BUDF,General,"
      Casio","EGP 3,995.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-VD200D-1BUDF
Casio - General - MTP - VD200L - 1BUDF,General,"
      Casio","EGP 3,895.00",Men,China,Quartz,Black,Leather,Mineral,MTP-VD200L-1BUDF
Casio - General - MTP - VD300 - 7BUDF,General,"
      Casio","EGP 3,595.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,MTP-VD300-7BUDF
Casio - General - LTP - V005L - 7BUDF,General,"
      Casio","EGP 1,595.00",Women,China,Quartz,Stainless Steal,Leather,Mineral,LTP-V005L-7BUDF
Tommy - Jeans Berlin - 172.0028,Jeans Berlin,"
      Tommy","EGP 6,900.00",Unisex,China,Quartz,Plastic,Silicone,Mineral,172.0028
